Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Michigan,2020,22,5/30/2020,1952,1798,20,350,54,71,25,86,24,22,45,465,102,171,148,,,,,,,,,,,,,,,
Michigan,2020,23,6/6/2020,1990,1808,28,393,53,75,22,92,18,37,37,466,110,115,107,,,,,,,,,,,,,,,
Michigan,2020,24,6/13/2020,1846,1711,28,371,66,75,15,84,16,38,48,450,104,76,65,,,,,,,,,,,,,,,
Michigan,2020,25,6/20/2020,1873,1709,18,386,57,95,26,91,16,36,56,465,78,57,48,,,,,,,,,,,,,,,
Michigan,2020,26,6/27/2020,1901,1745,17,392,58,80,27,94,22,27,64,432,110,45,33,,,,,,,,,,,,,,,
Michigan,2020,27,7/4/2020,1972,1778,20,399,74,95,14,97,18,37,66,458,108,41,32,,,,,,,,,,,,,,,
Michigan,2020,28,7/11/2020,1875,1744,25,405,54,76,19,78,16,37,66,448,94,41,32,,,,,,,,,,,,,,,
Michigan,2020,29,7/18/2020,1856,1721,22,412,49,83,12,111,18,33,88,449,89,34,25,,,,,,,,,,,,,,,
Michigan,2020,30,7/25/2020,1869,1734,31,381,51,86,23,91,20,37,91,437,103,36,24,,,,,,,,,,,,,,,
Michigan,2020,31,8/1/2020,1923,1805,30,398,51,78,15,102,22,41,108,446,93,54,45,,,,,,,,,,,,,,,
Michigan,2020,32,8/8/2020,1811,1717,17,345,48,74,23,95,14,31,83,471,99,40,32,,,,,,,,,,,,,,,
Michigan,2020,33,8/15/2020,1929,1819,22,402,45,73,23,92,30,28,102,488,109,52,45,,,,,,,,,,,,,,,
Michigan,2020,34,8/22/2020,1744,1654,24,371,46,87,17,92,24,23,95,394,83,47,38,,,,,,,,,,,,,,,
Michigan,2020,35,8/29/2020,1350,1308,14,325,30,70,20,76,15,31,68,305,70,20,17,,,,,,,,,,,,,,,
Minnesota,2019,1,1/5/2019,921,844,16,199,33,45,10,47,12,11,25,170,46,0,0,,,,,,,,,,,,,,,
Minnesota,2019,2,1/12/2019,945,857,11,213,34,48,22,62,,,18,151,45,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Minnesota,2019,3,1/19/2019,954,860,10,196,28,52,12,60,19,10,20,158,49,0,0,,,,,,,,,,,,,,,
Minnesota,2019,4,1/26/2019,898,838,,217,21,51,13,55,11,11,23,169,49,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Minnesota,2019,5,2/2/2019,937,869,11,196,30,59,13,46,23,11,20,169,53,0,0,,,,,,,,,,,,,,,
Minnesota,2019,6,2/9/2019,983,893,,210,22,66,18,42,,10,17,191,44,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Minnesota,2019,7,2/16/2019,892,821,,175,34,49,13,50,,13,14,190,56,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Minnesota,2019,8,2/23/2019,873,802,,173,29,49,,49,11,,19,174,34,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Minnesota,2019,9,3/2/2019,805,751,,174,30,51,12,39,10,11,16,149,46,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Minnesota,2019,10,3/9/2019,912,840,,216,24,58,18,52,,,20,170,47,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Minnesota,2019,11,3/16/2019,856,786,,191,30,45,13,32,11,,22,165,44,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Minnesota,2019,12,3/23/2019,826,761,,192,18,53,12,42,10,,15,150,40,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Minnesota,2019,13,3/30/2019,871,798,,189,23,46,19,48,,10,23,180,53,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Minnesota,2019,14,4/6/2019,851,795,,205,32,51,12,40,14,,18,154,49,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Minnesota,2019,15,4/13/2019,854,773,,198,27,35,14,29,16,10,25,162,46,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Minnesota,2019,16,4/20/2019,874,809,,210,22,43,14,53,12,11,20,153,58,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Minnesota,2019,17,4/27/2019,820,746,,198,25,32,13,35,15,,19,141,38,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Minnesota,2019,18,5/4/2019,860,782,,189,22,45,11,34,13,12,21,165,47,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Minnesota,2019,19,5/11/2019,883,817,15,173,23,56,,39,,,13,184,54,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Minnesota,2019,20,5/18/2019,911,838,,219,40,45,,63,13,,20,156,43,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Minnesota,2019,21,5/25/2019,815,738,,184,24,41,15,50,,10,10,136,51,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Minnesota,2019,22,6/1/2019,874,800,,196,25,50,,48,15,11,18,158,48,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Minnesota,2019,23,6/8/2019,846,749,,190,34,36,,50,16,,19,154,54,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Minnesota,2019,24,6/15/2019,803,729,10,174,18,35,,39,,,34,142,43,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Minnesota,2019,25,6/22/2019,790,709,,182,20,37,12,41,,11,19,140,41,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Minnesota,2019,26,6/29/2019,793,721,,176,23,46,,44,11,,22,139,38,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Minnesota,2019,27,7/6/2019,826,747,,189,23,46,,47,14,10,17,145,39,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Minnesota,2019,28,7/13/2019,846,775,,213,28,43,,53,,,20,164,44,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Minnesota,2019,29,7/20/2019,785,709,,173,34,47,,30,,10,18,141,43,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Minnesota,2019,30,7/27/2019,818,735,,196,18,53,,27,,,15,151,37,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Minnesota,2019,31,8/3/2019,846,760,,193,30,58,,43,,11,17,145,42,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Minnesota,2019,32,8/10/2019,886,799,11,201,33,42,10,48,18,,23,141,42,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Minnesota,2019,33,8/17/2019,847,752,,188,32,53,,32,10,14,26,152,48,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Minnesota,2019,34,8/24/2019,825,722,,207,22,37,,45,11,16,20,133,37,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Minnesota,2019,35,8/31/2019,823,750,,186,32,47,13,43,11,,30,156,36,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Minnesota,2019,36,9/7/2019,846,753,14,197,17,52,,40,13,14,20,159,31,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Minnesota,2019,37,9/14/2019,762,676,,158,22,43,,31,,10,13,146,50,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Minnesota,2019,38,9/21/2019,906,822,,203,23,47,,42,14,11,18,160,45,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Minnesota,2019,39,9/28/2019,883,817,,229,23,50,,40,17,,31,152,38,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Minnesota,2019,40,10/5/2019,879,804,,205,25,53,,35,19,,34,177,37,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Minnesota,2019,41,10/12/2019,916,836,,201,31,59,,41,,,23,178,57,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Minnesota,2019,42,10/19/2019,892,803,,179,24,44,,55,16,13,20,183,46,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Minnesota,2019,43,10/26/2019,839,760,,181,26,47,10,42,15,,23,143,35,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Minnesota,2019,44,11/2/2019,873,795,11,191,17,42,,37,17,12,17,158,56,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Minnesota,2019,45,11/9/2019,860,798,,184,27,65,,44,16,,17,160,37,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Minnesota,2019,46,11/16/2019,938,863,,226,26,56,,43,18,,26,169,46,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Minnesota,2019,47,11/23/2019,890,822,10,202,24,57,11,49,14,,24,154,62,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Minnesota,2019,48,11/30/2019,870,794,,186,34,57,,46,,10,24,166,37,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Minnesota,2019,49,12/7/2019,923,835,,201,34,51,11,34,15,11,28,177,46,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Minnesota,2019,50,12/14/2019,892,832,15,181,23,59,10,41,18,13,17,166,40,0,0,,,,,,,,,,,,,,,
Minnesota,2019,51,12/21/2019,932,876,15,182,38,51,,47,16,,26,188,42,0,0,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Minnesota,2019,52,12/28/2019,1006,932,15,200,26,61,10,40,18,19,23,187,56,0,0,,,,,,,,,,,,,,,
Minnesota,2020,1,1/4/2020,1009,927,17,219,42,56,17,45,17,10,25,197,47,0,0,,,,,,,,,,,,,,,
Minnesota,2020,2,1/11/2020,950,880,10,202,26,51,15,51,15,13,19,199,44,0,0,,,,,,,,,,,,,,,
Minnesota,2020,3,1/18/2020,945,872,,197,27,51,10,62,12,,27,173,37,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Minnesota,2020,4,1/25/2020,957,896,10,186,30,59,20,64,14,15,31,159,45,0,0,,,,,,,,,,,,,,,
Minnesota,2020,5,2/1/2020,942,872,,214,19,60,13,40,14,14,14,174,43,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Minnesota,2020,6,2/8/2020,918,846,,203,32,48,21,47,,,24,186,46,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Minnesota,2020,7,2/15/2020,941,870,15,206,30,47,17,40,18,12,24,178,44,0,0,,,,,,,,,,,,,,,
Minnesota,2020,8,2/22/2020,912,832,12,188,30,54,22,51,10,17,22,153,47,0,0,,,,,,,,,,,,,,,
Minnesota,2020,9,2/29/2020,932,858,12,182,21,60,24,46,16,12,21,181,48,0,0,,,,,,,,,,,,,,,
Minnesota,2020,10,3/7/2020,944,861,,187,29,44,29,46,14,19,29,162,45,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Minnesota,2020,11,3/14/2020,882,793,,168,29,42,21,53,19,12,29,156,43,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Minnesota,2020,12,3/21/2020,893,810,11,184,25,51,25,40,14,11,20,166,44,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Minnesota,2020,13,3/28/2020,906,829,11,206,30,51,13,46,13,11,18,153,34,12,11,,,,,,,,,,,,,,,
Minnesota,2020,14,4/4/2020,922,824,,175,38,58,15,39,11,,25,162,41,25,23,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Minnesota,2020,15,4/11/2020,937,859,,198,30,44,20,41,15,14,28,155,38,45,45,,,Suppressed (counts 1-9),,,,,,,,,,,,
Minnesota,2020,16,4/18/2020,945,875,,209,21,51,,47,16,,17,130,47,79,77,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Minnesota,2020,17,4/25/2020,1013,930,,187,33,38,,27,11,10,18,167,43,147,137,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Minnesota,2020,18,5/2/2020,1040,950,,167,30,60,13,46,13,,18,183,57,156,145,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Minnesota,2020,19,5/9/2020,1053,971,10,201,35,58,,43,10,,24,145,40,167,152,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Minnesota,2020,20,5/16/2020,997,905,,186,36,51,,29,14,,16,157,48,141,134,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Minnesota,2020,21,5/23/2020,1001,921,12,172,22,54,,43,,,19,152,30,164,154,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Minnesota,2020,22,5/30/2020,1014,923,10,170,26,57,10,42,15,,21,160,40,156,141,,,,,,,,,,Suppressed (counts 1-9),,,,,
Minnesota,2020,23,6/6/2020,1036,956,11,205,34,43,,33,16,,18,167,44,151,132,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Minnesota,2020,24,6/13/2020,969,868,12,207,25,49,11,39,11,11,19,161,42,90,77,,,,,,,,,,,,,,,
Minnesota,2020,25,6/20/2020,932,847,,209,24,53,,47,15,,13,148,45,67,53,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Minnesota,2020,26,6/27/2020,831,748,,176,13,44,,44,14,15,23,126,42,54,36,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Minnesota,2020,27,7/4/2020,872,778,,174,21,41,,35,,,23,156,39,44,34,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Minnesota,2020,28,7/11/2020,853,753,,173,31,38,,38,12,11,,148,38,31,26,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Minnesota,2020,29,7/18/2020,854,760,,188,14,43,,37,11,,18,152,43,38,32,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Minnesota,2020,30,7/25/2020,857,780,,191,31,43,10,47,11,14,19,131,41,34,27,,,Suppressed (counts 1-9),,,,,,,,,,,,
Minnesota,2020,31,8/1/2020,779,717,,170,33,40,,39,,,22,133,33,34,28,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Minnesota,2020,32,8/8/2020,827,763,,196,20,35,,32,,,15,165,31,43,39,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Minnesota,2020,33,8/15/2020,803,761,,198,20,39,,27,14,12,12,158,34,45,37,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Minnesota,2020,34,8/22/2020,794,765,,200,22,42,,43,13,,16,143,33,53,44,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Minnesota,2020,35,8/29/2020,678,659,,160,35,41,,33,,13,12,125,40,21,17,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Mississippi,2019,1,1/5/2019,658,618,11,126,22,27,19,46,12,22,10,169,31,0,0,,,,,,,,,,,,,,,
Mississippi,2019,2,1/12/2019,649,605,13,134,24,33,11,47,,19,,172,33,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,3,1/19/2019,637,578,,129,27,44,16,48,13,10,,149,31,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Mississippi,2019,4,1/26/2019,624,581,13,116,26,40,16,48,,15,,150,38,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,5,2/2/2019,653,611,,142,23,31,27,49,,13,,161,37,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,6,2/9/2019,706,648,,134,27,32,29,40,14,15,,188,41,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Mississippi,2019,7,2/16/2019,674,628,,133,28,35,21,37,14,17,,159,42,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Mississippi,2019,8,2/23/2019,652,599,,117,33,35,27,51,12,17,,171,32,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Mississippi,2019,9,3/2/2019,633,580,,138,23,32,15,47,15,11,,153,29,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Mississippi,2019,10,3/9/2019,647,601,,126,30,31,17,57,,12,12,165,40,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Mississippi,2019,11,3/16/2019,628,575,,122,22,45,21,40,,21,,144,45,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,12,3/23/2019,635,583,,116,27,26,15,39,11,20,,156,30,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Mississippi,2019,13,3/30/2019,596,545,,122,15,27,11,46,,20,,144,33,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,14,4/6/2019,659,610,,129,23,28,19,48,,13,,179,25,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,15,4/13/2019,632,588,,130,24,34,15,50,16,16,,147,38,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Mississippi,2019,16,4/20/2019,568,514,,125,32,19,24,32,,14,,139,34,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,17,4/27/2019,603,558,,125,20,38,15,42,,11,,140,39,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,18,5/4/2019,639,577,,125,16,33,12,50,10,20,,144,37,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Mississippi,2019,19,5/11/2019,624,547,12,109,18,34,18,43,,14,,156,37,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,20,5/18/2019,610,560,,124,26,42,12,44,,16,,155,30,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,21,5/25/2019,627,562,,134,28,25,14,31,,13,,159,39,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,22,6/1/2019,656,608,,133,14,45,22,47,11,13,,142,40,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Mississippi,2019,23,6/8/2019,617,535,,116,25,24,13,38,,,,137,35,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Mississippi,2019,24,6/15/2019,610,564,15,130,22,37,19,39,,15,,156,32,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,25,6/22/2019,563,513,,114,19,25,13,32,10,10,,145,36,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Mississippi,2019,26,6/29/2019,581,525,10,100,21,28,17,40,,19,,146,27,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,27,7/6/2019,569,519,,110,17,25,15,35,12,12,,161,28,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Mississippi,2019,28,7/13/2019,628,567,,119,19,37,,36,,17,,173,30,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,29,7/20/2019,576,538,,123,24,27,,40,11,14,,148,38,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Mississippi,2019,30,7/27/2019,530,472,,122,19,29,14,23,,21,,114,26,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,31,8/3/2019,601,552,,111,24,28,10,39,10,15,,147,36,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Mississippi,2019,32,8/10/2019,643,588,11,146,26,36,16,35,12,14,,142,31,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Mississippi,2019,33,8/17/2019,578,516,,125,24,28,15,21,11,14,,129,36,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Mississippi,2019,34,8/24/2019,598,540,,126,17,40,12,25,,10,,143,38,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,35,8/31/2019,532,478,,105,17,21,11,31,,13,,146,22,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,36,9/7/2019,594,539,,113,23,28,15,37,,11,,144,45,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,37,9/14/2019,615,553,13,115,28,31,,34,,,,154,34,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Mississippi,2019,38,9/21/2019,539,489,,118,15,22,11,27,,,,141,19,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Mississippi,2019,39,9/28/2019,580,531,,144,21,31,,38,,12,,142,25,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,40,10/5/2019,588,536,,134,25,35,11,31,,19,,134,36,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,41,10/12/2019,574,531,,112,24,29,18,41,,13,,139,30,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,42,10/19/2019,564,520,,127,15,28,,44,,14,,139,35,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,43,10/26/2019,585,548,,120,27,34,,31,,19,,150,26,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,44,11/2/2019,597,553,,129,20,43,17,44,,11,,141,27,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,45,11/9/2019,639,588,,125,18,31,12,40,,24,,156,41,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2019,46,11/16/2019,621,566,,124,18,39,14,35,11,,,149,35,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Mississippi,2019,47,11/23/2019,636,582,,130,24,31,14,29,12,14,,153,30,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Mississippi,2019,48,11/30/2019,597,554,14,114,18,24,11,33,17,14,,146,28,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Mississippi,2019,49,12/7/2019,630,566,,129,24,28,15,31,13,,,152,39,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Mississippi,2019,50,12/14/2019,684,633,,116,13,37,22,56,13,18,11,169,42,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Mississippi,2019,51,12/21/2019,662,606,,136,19,38,18,39,,20,11,160,32,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Mississippi,2019,52,12/28/2019,608,561,,102,21,29,16,60,,13,,158,25,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2020,1,1/4/2020,673,602,,115,,42,19,52,10,13,,169,34,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,
Mississippi,2020,2,1/11/2020,648,613,,132,21,30,23,54,,23,,163,27,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2020,3,1/18/2020,624,563,,109,19,35,17,38,,17,12,156,35,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Mississippi,2020,4,1/25/2020,610,571,,115,22,32,16,44,15,22,,146,30,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Mississippi,2020,5,2/1/2020,604,551,,125,20,29,18,52,13,11,,147,30,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Mississippi,2020,6,2/8/2020,702,632,,115,35,38,22,41,,18,,196,40,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
